session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected,session_duration_log,ip_reputation_score_log,network_packet_size_is64,fail_ratio
SID_00081,456,TCP,5,108.46893562306865,DES,0.1097625098489018,2,Firefox,0,0,4.695640816068089,0.10414603734150757,False,0.4
SID_00082,571,TCP,5,1101.401768015545,DES,0.4818222137601502,2,Chrome,1,0,7.005246504045794,0.39327255595307703,False,0.4
SID_00083,795,TCP,6,1614.1886098890527,AES,0.1796520284230282,2,Chrome,0,1,7.387207015146778,0.1652195038216981,False,0.3333333333333333
SID_00084,396,TCP,6,1679.8526967503185,No encryption,0.6107440107285588,0,Chrome,0,1,7.427056501222995,0.47669619071746144,False,0.0
SID_00085,338,UDP,2,431.3095534963739,AES,0.3254855696413191,1,Edge,0,0,6.069141890657655,0.2817788599591415,False,0.5
SID_00086,399,TCP,3,546.9722169261106,No encryption,0.5954335496002904,0,Chrome,0,0,6.3062245866228315,0.46714551723222364,False,0.0
SID_00087,683,TCP,5,312.3613276488573,AES,0.3415719127620866,3,Firefox,0,1,5.747356926165224,0.29384199568016445,False,0.6
SID_00088,565,TCP,8,127.51964209032084,AES,0.1981503877084024,2,Chrome,1,1,4.856081749387888,0.18077902412558985,False,0.25
SID_00089,394,UDP,4,190.7796533194509,AES,0.3840149947090269,1,Chrome,0,1,5.25634707402472,0.32498869146411846,False,0.25
SID_00090,602,TCP,4,115.82192978072582,AES,0.2826995354274423,1,Chrome,1,1,4.760650807742335,0.24896686914027216,False,0.25
SID_00091,519,TCP,3,418.7535920670476,AES,0.5074718561537545,2,Firefox,1,0,6.0396678535554535,0.41043398022685806,False,0.6666666666666666
SID_00092,693,TCP,4,149.39682434919536,DES,0.7465329921047918,2,Edge,0,1,5.013277296593322,0.557632675498462,False,0.5
SID_00093,359,TCP,4,413.2077481798984,AES,0.3961354801328169,3,Chrome,0,1,6.0263676551600085,0.3337080484369928,False,0.75
SID_00094,434,UDP,7,1524.0632797670812,DES,0.2653750876483886,0,Firefox,0,1,7.329791183109855,0.23536859020350642,False,0.0
SID_00095,421,TCP,7,850.2462962444683,DES,0.7363071667506592,3,Safari,0,1,6.74670150649328,0.5517605399587335,False,0.42857142857142855
SID_00096,207,UDP,4,869.5488497403968,AES,0.1801952291959206,3,Firefox,0,1,6.769123874509566,0.16567987326360367,False,0.75
SID_00097,559,TCP,3,1336.4809719223258,AES,0.2804595050221319,1,Safari,0,0,7.198543252068832,0.2472190018091842,False,0.3333333333333333
SID_00098,552,TCP,2,33.65280380665794,AES,0.3119724983066272,0,Firefox,0,0,3.5453786403032983,0.27153172864566455,False,0.0
SID_00099,501,UDP,3,1265.8898099183805,AES,0.359586097716788,2,Firefox,0,0,7.144320207256046,0.3071803135130441,False,0.6666666666666666
SID_00100,453,TCP,5,174.87198977443362,AES,0.4396989559319573,2,Firefox,0,0,5.169756399577679,0.36443403335157465,False,0.4
SID_00101,216,TCP,6,339.6289336863756,AES,0.792908723614886,0,Edge,0,1,5.830793713787892,0.583839286252388,False,0.0
SID_00103,431,TCP,2,89.33142787527953,AES,0.0213026825741628,2,Firefox,0,0,4.503485438357526,0.02107895222547418,False,1.0
SID_00104,339,TCP,3,152.6475054745366,DES,0.40868098195241,2,Firefox,0,0,5.034661053329419,0.3426537927687787,False,0.6666666666666666
SID_00106,580,ICMP,3,733.5772844904812,DES,0.2422452498276949,2,Chrome,0,0,6.5992952106238825,0.21692042764729466,False,0.6666666666666666
SID_00107,877,TCP,4,513.9203055468032,No encryption,0.1815156636532834,0,Edge,0,1,6.244012142178198,0.16679807498672514,False,0.0
SID_00108,534,TCP,4,1134.3759248662836,No encryption,0.6356549060949741,2,Chrome,0,1,7.0347190864130695,0.49204327833533273,False,0.5
SID_00109,551,TCP,5,1344.486704150752,DES,0.2153356389185488,0,Firefox,0,0,7.204511088401861,0.19502028466710147,False,0.0
SID_00110,485,TCP,6,93.46336107579046,DES,0.4063312275073519,2,Chrome,0,0,4.548212045835693,0.34098434708545144,False,0.3333333333333333
SID_00111,116,TCP,4,1080.449674152331,AES,0.4623687098674023,0,Edge,0,0,6.986057710932992,0.3800575250633783,False,0.0
SID_00112,494,TCP,6,2155.276873158772,AES,0.4082261331463432,1,Firefox,0,0,7.676138343616222,0.34233085076789993,False,0.16666666666666666
SID_00113,512,TCP,6,704.422488537655,DES,0.2212732586710722,1,Chrome,1,0,6.558796897840496,0.19989396916469754,False,0.16666666666666666
SID_00114,992,TCP,2,761.8596818225025,DES,0.0425389889151891,1,Firefox,0,0,6.637074111125133,0.04165907343050819,False,0.5
SID_00115,461,TCP,3,1634.686997948409,DES,0.0902244146247547,1,Edge,0,1,7.399818177310963,0.08638356002648828,False,0.3333333333333333
SID_00116,560,TCP,5,910.2548697823172,DES,0.293848130472684,2,Chrome,0,0,6.814822627376975,0.25762082479582554,False,0.4
SID_00117,493,UDP,1,4282.643311411911,DES,0.4271570441204733,1,Unknown,0,0,8.362559167459802,0.3556843843808956,False,1.0
SID_00118,266,TCP,5,265.80179500946144,No encryption,0.3106996126499128,2,Safari,1,1,5.586506041940356,0.27056105011414605,False,0.4
SID_00119,728,TCP,9,1493.9483851057782,DES,0.3440707492302625,0,Chrome,0,1,7.3098469602159275,0.29570288151180596,False,0.0
SID_00120,650,TCP,9,758.2441511370571,No encryption,0.3970540586315398,1,Chrome,1,1,6.63232340042178,0.33436577575487786,False,0.1111111111111111
SID_00121,658,TCP,3,364.2314264843896,DES,0.4228182535278166,1,Chrome,0,0,5.900531197823493,0.3526395903097113,False,0.3333333333333333
SID_00122,318,TCP,2,1716.8731834652806,DES,0.1735475969680256,1,Edge,0,0,7.4488422834432,0.16003129532282193,False,0.5
SID_00123,780,TCP,5,4468.001253098631,No encryption,0.5133769785913413,1,Chrome,0,0,8.404920229331406,0.4143435634481282,False,0.2
SID_00124,219,ICMP,4,47.6720891871051,DES,0.0839245230551094,3,Firefox,1,1,3.88510574848614,0.08058827241535702,False,0.75
SID_00125,617,TCP,5,2077.8093270932563,AES,0.756641279217048,1,Firefox,0,1,7.639550569892191,0.5634036217221229,False,0.2
SID_00126,938,TCP,5,181.63190836745449,AES,0.3289525285764282,2,Firefox,0,0,5.207472697513943,0.2843910594365835,False,0.4
SID_00127,301,TCP,6,183.7197582739341,AES,0.2639313835435253,2,Firefox,0,0,5.218839856437405,0.23422700907991081,False,0.3333333333333333
SID_00128,386,ICMP,1,34.12234567916193,No encryption,0.2923132031445906,1,Chrome,1,0,3.5588375569454747,0.2564337932766603,False,1.0
SID_00129,519,UDP,8,2042.7649588398008,AES,0.2337753258585817,3,Chrome,0,1,7.622548953928772,0.21007883909981684,False,0.375
SID_00130,399,UDP,6,1139.689059842402,AES,0.7173627311559833,1,Chrome,0,1,7.03938779724744,0.5407898182847769,False,0.16666666666666666
SID_00132,513,ICMP,3,803.0822652641986,AES,0.1453538307828547,0,Chrome,1,0,6.689701583924981,0.13571361178635613,False,0.0
SID_00133,287,TCP,6,102.38892419769635,No encryption,0.0638388079990007,1,Chrome,0,1,4.638497840260555,0.06188388320119721,False,0.16666666666666666
SID_00134,594,TCP,9,1113.5448828433073,AES,0.2015363761915499,1,Firefox,0,1,7.016201423745239,0.18360105138448612,False,0.1111111111111111
SID_00135,316,UDP,3,420.8242964449342,DES,0.1010497118158562,0,Chrome,0,1,6.044588868199253,0.09626400823428327,False,0.0
SID_00136,809,UDP,4,42.53231749395693,AES,0.1840217502247818,1,Unknown,0,1,3.7735035931536522,0.16891690641536722,False,0.25
SID_00137,343,TCP,5,1414.7818469631654,AES,0.1099788946865137,3,Edge,1,1,7.25543719950564,0.10434100134754466,False,0.6
SID_00138,435,TCP,4,679.6785160847335,AES,0.251661490626902,3,Safari,0,1,6.523090118452575,0.22447186122138363,False,0.75
SID_00141,545,TCP,4,455.88912093711633,AES,0.2624537715319337,3,Unknown,0,1,6.12444073768631,0.23305726488860415,False,0.75
SID_00143,178,TCP,3,11.890700511572373,AES,0.2863406889126293,1,Edge,1,0,2.5565061608252844,0.2518015121239091,False,0.3333333333333333
SID_00144,536,UDP,3,332.0943080741142,DES,0.7033341839914414,0,Firefox,0,1,5.8084256573145625,0.5325876149552699,False,0.0
SID_00145,551,UDP,3,1203.5341894452372,DES,0.1178914973329318,2,Chrome,0,0,7.093848206413595,0.11144431933707735,False,0.6666666666666666
SID_00146,656,TCP,5,1151.9651057221577,AES,0.3452066461644786,1,Chrome,0,0,7.050092255910108,0.2965476415233326,False,0.2
SID_00147,252,UDP,4,1747.1974055008438,AES,0.3064959364798829,0,Firefox,0,1,7.46634048204784,0.2673486957401555,False,0.0
SID_00148,235,TCP,3,755.434368901311,AES,0.2509659861114192,3,Chrome,0,1,6.628615773220734,0.2239160417557596,False,1.0
SID_00149,604,TCP,3,2280.568942195515,No encryption,0.8039075882980276,0,Chrome,0,1,7.732618617835741,0.5899551943294595,False,0.0
SID_00150,559,TCP,3,652.6355940282597,AES,0.1325266852429517,2,Chrome,0,0,6.482550000490557,0.12445114122588005,False,0.6666666666666666
SID_00152,569,UDP,7,175.73628085127916,No encryption,0.51671417169513,1,Chrome,1,1,5.174658682818089,0.4165462658010149,False,0.14285714285714285
SID_00153,363,ICMP,6,1207.0821332288124,AES,0.3510400422582782,2,Chrome,0,0,7.0967893672669256,0.3008746975160959,False,0.3333333333333333
SID_00154,546,TCP,5,942.2728647931104,AES,0.3436559596851325,1,Chrome,0,0,6.84935559898859,0.2953942269547432,False,0.2
SID_00155,558,UDP,9,494.07664627087496,DES,0.3144316341041462,2,Safari,0,1,6.20471259153333,0.27340435478556374,False,0.2222222222222222
SID_00156,357,TCP,9,72.91081297639256,DES,0.1995373166844637,2,Edge,0,1,4.302859136281593,0.18193591301333625,False,0.2222222222222222
SID_00157,873,UDP,3,107.46754869926538,DES,0.0512262805867224,2,Chrome,0,0,4.68645103791473,0.049957368993845626,False,0.6666666666666666
SID_00159,261,TCP,10,376.7703857763132,No encryption,0.2406992996769797,1,Safari,0,1,5.9342865660138955,0.21567517200854586,False,0.1
SID_00160,631,TCP,6,138.5095628371252,AES,0.100603632546575,1,Chrome,0,0,4.938133149715687,0.09585878615286209,False,0.16666666666666666
SID_00161,305,TCP,6,1577.7168112486886,AES,0.346916590070728,1,Edge,0,0,7.364367651273463,0.2978179727720545,False,0.16666666666666666
SID_00162,657,TCP,6,1836.854066404744,No encryption,0.147279396713671,3,Chrome,0,1,7.516353901724673,0.13739339759814653,False,0.5
SID_00163,731,UDP,5,1554.6376149090595,DES,0.2549226275413593,2,Firefox,0,1,7.349640782311353,0.22707391932175722,False,0.4
SID_00164,335,TCP,3,750.9414290852901,DES,0.12309678522027,3,Chrome,0,1,6.622658434061834,0.11608985656647136,False,1.0
SID_00165,692,UDP,7,725.7763899065397,No encryption,0.5231976202835485,2,Chrome,0,1,6.588618851000613,0.4208118227398966,False,0.2857142857142857
SID_00166,582,UDP,5,1772.5689478516597,AES,0.2328323308098431,1,Chrome,0,0,7.480749150171648,0.2093142301907908,False,0.2
SID_00167,664,TCP,8,417.1159065866958,AES,0.3710642290728093,2,Edge,0,1,6.035758682572328,0.3155872478218576,False,0.25
SID_00168,879,TCP,5,51.49798031536433,No encryption,0.1010016631229617,0,Firefox,0,1,3.960774698674045,0.09622036829613381,False,0.0
SID_00170,349,TCP,8,645.4298805334846,AES,0.242800051494813,1,Chrome,0,1,6.471464732211335,0.21736693997126763,False,0.125
SID_00171,322,TCP,1,637.8327848930265,AES,0.1999112691064991,1,Chrome,0,0,6.4596427376491725,0.18224761164882902,False,1.0
SID_00172,336,TCP,2,138.5347758456176,No encryption,0.1171155765443611,2,Chrome,0,1,4.938313859409924,0.1107499852306557,False,1.0
SID_00173,484,TCP,5,1223.8102732316374,AES,0.3957542090094353,1,Chrome,1,1,7.110541231989256,0.33343492079356585,False,0.2
SID_00174,568,ICMP,5,1053.3158665799629,DES,0.1891346709377445,2,Edge,0,1,6.960647367867332,0.1732258753298672,False,0.4
SID_00175,555,TCP,5,208.93902977348893,AES,0.551708412894967,1,Chrome,0,0,5.346817154150316,0.4393565258203649,False,0.2
SID_00176,665,TCP,6,640.9945335485618,DES,0.5003713391880107,3,Firefox,0,1,6.464579788931844,0.40571263692905174,False,0.5
SID_00177,502,TCP,12,1249.7694954987144,DES,0.2982140196718431,1,Firefox,0,1,7.131514237293581,0.2609894888747741,False,0.08333333333333333
SID_00178,790,UDP,4,6.171441467446689,DES,0.1969726328712207,2,Firefox,0,1,1.9701066758902916,0.17979556321607607,False,0.5
SID_00179,447,UDP,3,257.4377388281377,AES,0.0676815431149165,0,Firefox,1,0,5.55465480934097,0.0654895154693168,False,0.0
SID_00180,1044,TCP,4,510.9845736621589,AES,0.5004393941360112,2,Edge,0,0,6.238294495019507,0.40575799463672485,False,0.5
SID_00182,328,TCP,4,1283.4300381717148,No encryption,0.2790877310772736,2,Chrome,0,0,7.1580703488709725,0.2461471137370658,False,0.5
SID_00183,285,TCP,7,130.94982959554818,DES,0.2546566696903113,2,Chrome,1,1,4.882421771516504,0.22686196518877802,False,0.2857142857142857
SID_00184,596,TCP,2,497.02132412144806,AES,0.1179179164359383,2,Chrome,0,0,6.2106428956289035,0.11146795203389401,False,1.0
SID_00185,455,ICMP,2,290.6566794998655,No encryption,0.4049464294212396,2,Firefox,0,0,5.675577355388497,0.33999917353299025,False,1.0
SID_00187,594,TCP,4,622.3103994578047,AES,0.8110277884368354,2,Chrome,0,1,6.435044628189987,0.5938945230336017,False,0.5
SID_00188,485,UDP,4,553.4633422524302,DES,0.0914983771525435,2,Chrome,0,0,6.318000695051311,0.08755141020194039,False,0.5
SID_00189,330,TCP,2,122.12443528436629,AES,0.5509077290494483,0,Edge,0,0,4.8131955129588215,0.4388403911606698,False,0.0
SID_00190,197,TCP,7,103.8028280833901,AES,0.444103086563627,2,Edge,0,1,4.652080757051371,0.3674884275095185,False,0.2857142857142857
SID_00191,410,TCP,5,111.65696274923886,AES,0.3910043614883334,1,Edge,0,0,4.72434747366093,0.33002604844202166,False,0.2
SID_00192,671,TCP,4,1472.5326581431882,DES,0.1093543451809174,3,Unknown,0,1,7.295417965585473,0.10377817507984965,False,0.75
SID_00193,542,UDP,5,16.10939607653426,AES,0.3107330737649837,1,Firefox,1,0,2.839627790760666,0.2705865789902039,False,0.2
SID_00194,250,TCP,4,180.92309581506888,AES,0.1752762514727518,1,Chrome,0,0,5.203584047310536,0.1615032275990376,False,0.25
SID_00195,534,TCP,7,2496.887261332685,DES,0.2451322964747888,1,Chrome,0,1,7.823200558094879,0.21924178649998624,False,0.14285714285714285
SID_00196,577,TCP,5,54.64134538770197,No encryption,0.2994484351708427,1,Edge,0,0,4.018926546987599,0.261939893797181,False,0.2
SID_00197,323,UDP,5,29.59799365313628,DES,0.2776327619502889,1,Chrome,0,0,3.4209344399177612,0.24500896094483415,False,0.2
SID_00198,530,TCP,5,391.9421775186524,DES,0.3016053857217878,2,Firefox,0,0,5.973662470048639,0.2635984146844038,False,0.4
SID_00199,511,TCP,2,131.1458838080163,AES,0.1389147899939635,2,Chrome,0,0,4.883906492687904,0.13007587042331661,False,1.0
SID_00200,271,ICMP,3,667.3328621639511,DES,0.0863630197646222,3,Chrome,0,1,6.504786346080717,0.08283543799830556,False,1.0
SID_00201,571,TCP,5,330.69417239531657,DES,0.0989605835813575,0,Firefox,0,0,5.804213376897003,0.09436480906524373,False,0.0
SID_00202,612,UDP,3,187.5349141621204,DES,0.5341956729663283,2,Safari,0,0,5.239283210755977,0.42800625215473037,False,0.6666666666666666
SID_00203,716,TCP,3,5258.007876672442,No encryption,0.0806761863988792,2,Chrome,0,0,8.567697671339209,0.07758694373570395,False,0.6666666666666666
SID_00205,224,TCP,5,819.5606827516343,DES,0.2634839803106942,2,Edge,0,0,6.7099878660545205,0.23387296894554832,False,0.4
SID_00206,312,TCP,4,1657.8967328136305,AES,0.2363722399848674,1,Chrome,0,0,7.413908041606646,0.2121814787307132,False,0.25
SID_00207,603,TCP,8,2044.817851142252,AES,0.6514337877152981,3,Chrome,0,1,7.623552915736257,0.5016438728350616,False,0.375
SID_00208,602,TCP,7,422.2788269064481,AES,0.2150948601146794,3,Edge,0,1,6.048031127155748,0.19482214791334293,False,0.42857142857142855
SID_00210,1270,TCP,5,1031.5238151002425,DES,0.7746157586048802,1,Chrome,0,1,6.939761390041574,0.5735839254680758,False,0.2
SID_00211,614,TCP,7,700.2644400491948,AES,0.1488149454951986,3,Chrome,0,1,6.552885048495406,0.1387309288852746,False,0.42857142857142855
SID_00212,727,ICMP,2,945.454259300091,AES,0.6518286335567869,1,Chrome,0,1,6.852722643332758,0.5018829370043669,False,0.5
SID_00213,690,TCP,8,357.2019170732965,No encryption,0.2128422693821582,1,Chrome,0,1,5.881096841575708,0.1929665880213839,False,0.125
SID_00214,630,ICMP,3,441.8813257762719,AES,0.3379403701696052,2,Edge,0,0,6.093301846518621,0.2911313943224961,False,0.6666666666666666
